,date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
0,2020-03-03,1,0,0,0,0,0,1,0.0,0,0,,1,,突尼斯
1,2020-03-08,2,0,0,0,0,0,1,0.0,0,0,0.0,2,0.0,突尼斯
2,2020-03-09,5,0,0,0,0,0,3,0.0,0,0,0.0,5,0.0,突尼斯
3,2020-03-11,7,0,0,0,0,0,2,0.0,0,0,0.0,7,0.0,突尼斯
4,2020-03-12,13,0,0,0,0,0,6,0.0,0,0,0.0,13,0.0,突尼斯
5,2020-03-13,16,0,0,0,0,0,3,0.0,0,0,0.0,16,0.0,突尼斯
6,2020-03-14,18,0,0,0,0,0,2,0.0,0,0,0.0,18,0.0,突尼斯
7,2020-03-15,20,0,0,0,0,0,2,0.0,0,0,0.0,20,0.0,突尼斯
8,2020-03-17,24,0,0,0,0,0,4,0.0,0,0,0.0,24,0.0,突尼斯
9,2020-03-19,39,0,0,0,0,0,15,0.0,0,0,0.0,39,0.0,突尼斯
10,2020-03-20,54,0,0,0,0,0,15,0.0,0,0,0.0,54,0.0,突尼斯
11,2020-03-21,60,0,0,1,0,0,6,0.0,0,1,0.0,59,0.0,突尼斯
12,2020-03-22,75,0,0,3,0,0,15,0.0,0,2,0.0,72,0.0,突尼斯
13,2020-03-23,89,0,0,3,0,0,14,0.0,0,0,0.0,86,0.0,突尼斯
14,2020-03-24,114,0,0,3,0,0,25,0.0,0,0,0.0,111,0.0,突尼斯
15,2020-03-25,173,0,0,5,0,0,59,0.0,0,2,0.0,168,0.0,突尼斯
16,2020-03-26,197,0,2,5,0,0,24,0.0,2,0,0.0,190,0.0,突尼斯
17,2020-03-27,227,0,2,6,0,0,30,0.0,0,1,0.0,219,0.0,突尼斯
18,2020-03-28,278,0,2,6,0,0,51,0.0,0,0,0.0,270,0.0,突尼斯
19,2020-03-29,362,0,3,8,0,0,84,0.0,1,2,0.0,351,0.0,突尼斯
20,2020-03-31,394,0,3,10,0,0,32,0.0,0,2,0.0,381,0.0,突尼斯
21,2020-04-01,423,0,3,12,0,0,29,0.0,0,2,0.0,408,0.0,突尼斯
22,2020-04-02,455,0,3,14,0,0,32,0.0,0,2,0.0,438,0.0,突尼斯
23,2020-04-03,495,0,3,14,0,0,40,0.0,0,0,0.0,478,0.0,突尼斯
24,2020-04-04,553,0,5,19,0,0,58,0.0,2,5,0.0,529,0.0,突尼斯
25,2020-04-05,574,0,5,22,0,0,21,0.0,0,3,0.0,547,0.0,突尼斯
26,2020-04-06,596,0,5,22,0,0,22,0.0,0,0,0.0,569,0.0,突尼斯
27,2020-04-07,623,0,5,23,0,0,27,0.0,0,1,0.0,595,0.0,突尼斯
28,2020-04-08,628,0,25,24,0,0,5,0.0,20,1,0.0,579,0.0,突尼斯
29,2020-04-09,643,0,25,25,0,0,15,0.0,0,1,0.0,593,0.0,突尼斯
30,2020-04-10,671,0,25,25,0,0,28,0.0,0,0,0.0,621,0.0,突尼斯
31,2020-04-11,685,0,25,28,0,0,14,0.0,0,3,0.0,632,0.0,突尼斯
32,2020-04-12,707,0,43,31,0,0,22,0.0,18,3,0.0,633,0.0,突尼斯
33,2020-04-13,726,0,43,34,0,0,19,0.0,0,3,0.0,649,0.0,突尼斯
34,2020-04-14,747,0,43,34,0,0,21,0.0,0,0,0.0,670,0.0,突尼斯
35,2020-04-15,780,0,43,35,0,0,33,0.0,0,1,0.0,702,0.0,突尼斯
36,2020-04-16,822,0,43,37,0,0,42,0.0,0,2,0.0,742,0.0,突尼斯
37,2020-04-17,864,0,43,37,0,0,42,0.0,0,0,0.0,784,0.0,突尼斯
38,2020-04-18,866,0,43,37,0,0,2,0.0,0,0,0.0,786,0.0,突尼斯
39,2020-04-19,879,0,43,38,0,0,13,0.0,0,1,0.0,798,0.0,突尼斯
40,2020-04-20,884,0,43,38,0,0,5,0.0,0,0,0.0,803,0.0,突尼斯
41,2020-04-21,901,0,170,38,0,0,17,0.0,127,0,0.0,693,0.0,突尼斯
42,2020-04-22,909,0,190,38,0,0,8,0.0,20,0,0.0,681,0.0,突尼斯
43,2020-04-23,918,0,190,38,0,0,9,0.0,0,0,0.0,690,0.0,突尼斯
44,2020-04-24,922,0,194,38,0,0,4,0.0,4,0,0.0,690,0.0,突尼斯
45,2020-04-25,939,0,207,38,0,0,17,0.0,13,0,0.0,694,0.0,突尼斯
46,2020-04-26,949,0,216,38,0,0,10,0.0,9,0,0.0,695,0.0,突尼斯
47,2020-04-27,967,0,279,39,0,0,18,0.0,63,1,0.0,649,0.0,突尼斯
48,2020-04-29,980,0,294,40,0,0,13,0.0,15,1,0.0,646,0.0,突尼斯
49,2020-04-30,994,0,305,41,0,0,14,0.0,11,1,0.0,648,0.0,突尼斯
50,2020-05-01,998,0,316,41,0,0,4,0.0,11,0,0.0,641,0.0,突尼斯
51,2020-05-02,1009,0,323,42,0,0,11,0.0,7,1,0.0,644,0.0,突尼斯
52,2020-05-04,1018,0,406,43,0,0,9,0.0,83,1,0.0,569,0.0,突尼斯
53,2020-05-05,1022,0,482,43,0,0,4,0.0,76,0,0.0,497,0.0,突尼斯
54,2020-05-06,1025,0,591,43,0,0,3,0.0,109,0,0.0,391,0.0,突尼斯
55,2020-05-07,1026,0,600,44,0,0,1,0.0,9,1,0.0,382,0.0,突尼斯
56,2020-05-08,1030,0,638,45,0,0,4,0.0,38,1,0.0,347,0.0,突尼斯
57,2020-05-10,1032,0,660,45,0,0,2,0.0,22,0,0.0,327,0.0,突尼斯
58,2020-05-11,1032,0,660,45,0,0,0,,0,0,,327,0.0,突尼斯
59,2020-05-12,1032,0,727,45,0,0,0,0.0,67,0,0.0,260,0.0,突尼斯
60,2020-05-13,1032,0,759,45,0,0,0,0.0,32,0,0.0,228,0.0,突尼斯
61,2020-05-14,1032,0,770,45,0,0,0,0.0,11,0,0.0,217,0.0,突尼斯
62,2020-05-16,1035,0,802,45,0,0,3,0.0,32,0,0.0,188,0.0,突尼斯
63,2020-05-17,1037,0,807,45,0,0,2,0.0,5,0,0.0,185,0.0,突尼斯
64,2020-05-18,1043,0,816,46,0,0,6,0.0,9,1,0.0,181,0.0,突尼斯
65,2020-05-19,1044,0,826,47,0,0,1,0.0,10,1,0.0,171,0.0,突尼斯
66,2020-05-20,1044,0,826,47,0,0,0,0.0,0,0,0.0,171,0.0,突尼斯
67,2020-05-21,1046,0,883,47,0,0,2,0.0,57,0,0.0,116,0.0,突尼斯
68,2020-05-22,1048,0,903,47,0,0,2,0.0,20,0,0.0,98,0.0,突尼斯
69,2020-05-23,1048,0,914,48,0,0,0,0.0,11,1,0.0,86,0.0,突尼斯
70,2020-05-24,1051,0,917,48,0,0,3,0.0,3,0,0.0,86,0.0,突尼斯
71,2020-05-25,1051,0,919,48,0,0,0,0.0,2,0,0.0,84,0.0,突尼斯
72,2020-05-26,1051,0,919,48,0,0,0,,0,0,,84,0.0,突尼斯
73,2020-05-27,1051,0,929,48,0,0,0,0.0,10,0,0.0,74,0.0,突尼斯
74,2020-05-28,1068,0,938,48,0,0,17,0.0,9,0,0.0,82,0.0,突尼斯
75,2020-05-29,1071,0,946,48,0,0,3,0.0,8,0,0.0,77,0.0,突尼斯
76,2020-05-30,1076,0,950,48,0,0,5,0.0,4,0,0.0,78,0.0,突尼斯
77,2020-05-31,1077,0,960,48,0,0,1,0.0,10,0,0.0,69,0.0,突尼斯
78,2020-06-01,1084,0,964,48,0,0,7,0.0,4,0,0.0,72,0.0,突尼斯
79,2020-06-02,1086,0,965,48,0,0,2,0.0,1,0,0.0,73,0.0,突尼斯
80,2020-06-03,1087,0,965,49,0,0,1,0.0,0,1,0.0,73,0.0,突尼斯
81,2020-06-04,1087,0,968,49,0,0,0,0.0,3,0,0.0,70,0.0,突尼斯
82,2020-06-05,1087,0,969,49,0,0,0,0.0,1,0,0.0,69,0.0,突尼斯
83,2020-06-06,1087,0,977,49,0,0,0,0.0,8,0,0.0,61,0.0,突尼斯
84,2020-06-07,1087,0,982,49,0,0,0,0.0,5,0,0.0,56,0.0,突尼斯
85,2020-06-08,1087,0,982,49,0,0,0,,0,0,,56,0.0,突尼斯
86,2020-06-09,1087,0,982,49,0,0,0,,0,0,,56,0.0,突尼斯
87,2020-06-10,1087,0,983,49,0,0,0,0.0,1,0,0.0,55,0.0,突尼斯
88,2020-06-11,1087,0,989,49,0,0,0,0.0,6,0,0.0,49,0.0,突尼斯
89,2020-06-12,1093,0,995,49,0,0,6,0.0,6,0,0.0,49,0.0,突尼斯
90,2020-06-13,1094,0,995,49,0,0,1,0.0,0,0,0.0,50,0.0,突尼斯
91,2020-06-14,1096,0,998,49,0,0,2,0.0,3,0,0.0,49,0.0,突尼斯
92,2020-06-18,1132,0,1006,50,0,0,36,,8,1,,76,0.0,突尼斯
93,2020-06-19,1146,0,1014,50,0,0,14,,8,0,,82,0.0,突尼斯
94,2020-06-20,1156,0,1017,50,0,0,10,,3,0,,89,0.0,突尼斯
95,2020-06-21,1157,0,1020,50,0,0,1,,3,0,,87,0.0,突尼斯
96,2020-06-22,1159,0,1020,50,0,0,2,,0,0,,89,0.0,突尼斯
97,2020-06-23,1159,0,1020,50,0,0,0,,0,0,,89,0.0,突尼斯
98,2020-06-24,1159,0,1023,50,0,0,0,,3,0,,86,0.0,突尼斯
99,2020-06-25,1162,0,1023,50,0,0,3,,0,0,,89,0.0,突尼斯
100,2020-06-26,1164,0,1023,50,0,0,2,,0,0,,91,0.0,突尼斯
101,2020-06-27,1164,0,1023,50,0,0,0,,0,0,,91,0.0,突尼斯
102,2020-06-28,1169,0,1029,50,0,0,5,,6,0,,90,0.0,突尼斯
103,2020-06-29,1169,0,1029,50,0,0,0,,0,0,,90,0.0,突尼斯
104,2020-06-30,1172,0,1029,50,0,0,3,,0,0,,93,0.0,突尼斯
105,2020-07-01,1174,0,1031,50,0,0,2,,2,0,,93,0.0,突尼斯
106,2020-07-02,1175,0,1038,50,0,0,1,,7,0,,87,0.0,突尼斯
107,2020-07-03,1178,0,1039,50,0,0,3,,1,0,,89,0.0,突尼斯
108,2020-07-06,1188,0,1048,50,0,0,10,,9,0,,90,0.0,突尼斯
109,2020-07-07,1199,0,1049,50,0,0,11,,1,0,,100,0.0,突尼斯
110,2020-07-08,1205,0,1049,50,0,0,6,,0,0,,106,0.0,突尼斯
111,2020-07-09,1221,0,1050,50,0,0,16,,1,0,,121,0.0,突尼斯
112,2020-07-10,1240,0,1067,50,0,0,19,,17,0,,123,0.0,突尼斯
113,2020-07-11,1240,0,1067,50,0,0,0,,0,0,,123,0.0,突尼斯
114,2020-07-12,1263,0,1076,50,0,0,23,,9,0,,137,0.0,突尼斯
115,2020-07-13,1302,0,1082,50,0,0,39,,6,0,,170,0.0,突尼斯
116,2020-07-14,1302,0,1082,50,0,0,0,,0,0,,170,0.0,突尼斯
117,2020-07-15,1306,0,1087,50,0,0,4,,5,0,,169,0.0,突尼斯
118,2020-07-16,1327,0,1093,50,0,0,21,,6,0,,184,0.0,突尼斯
119,2020-07-17,1327,0,1093,50,0,0,0,,0,0,,184,0.0,突尼斯
120,2020-07-18,1336,0,1095,50,0,0,9,,2,0,,191,0.0,突尼斯
121,2020-07-19,1374,0,1097,50,0,0,38,,2,0,,227,0.0,突尼斯
122,2020-07-20,1374,0,1097,50,0,0,0,,0,0,,227,0.0,突尼斯
123,2020-07-21,1381,0,1099,50,0,0,7,,2,0,,232,0.0,突尼斯
124,2020-07-22,1389,0,1103,50,0,0,8,,4,0,,236,0.0,突尼斯
125,2020-07-23,1394,0,1108,50,0,0,5,,5,0,,236,0.0,突尼斯
126,2020-07-24,1406,0,1118,50,0,0,12,,10,0,,238,0.0,突尼斯
127,2020-07-25,1425,0,1124,50,0,0,19,,6,0,,251,0.0,突尼斯
128,2020-07-26,1443,0,1133,50,0,0,18,,9,0,,260,0.0,突尼斯
129,2020-07-27,1452,0,1142,50,0,0,9,,9,0,,260,0.0,突尼斯
130,2020-07-28,1455,0,1157,50,0,0,3,,15,0,,248,0.0,突尼斯
131,2020-07-29,1468,0,1168,50,0,0,13,,11,0,,250,0.0,突尼斯
132,2020-07-30,1514,0,1187,50,0,0,46,,19,0,,277,0.0,突尼斯
133,2020-07-31,1514,0,1187,50,0,0,0,,0,0,,277,0.0,突尼斯
134,2020-08-01,1535,0,1195,50,0,0,21,,8,0,,290,0.0,突尼斯
135,2020-08-02,1552,0,1217,51,0,0,17,,22,1,,284,0.0,突尼斯
136,2020-08-03,1561,0,1221,51,0,0,9,,4,0,,289,0.0,突尼斯
137,2020-08-04,1565,0,1225,51,0,0,4,,4,0,,289,0.0,突尼斯
138,2020-08-05,1601,0,1233,51,0,0,36,,8,0,,317,0.0,突尼斯
139,2020-08-06,1601,0,1233,51,0,0,0,,0,0,,317,0.0,突尼斯
140,2020-08-07,1642,0,1241,51,0,0,41,,8,0,,350,0.0,突尼斯
141,2020-08-08,1656,0,1251,51,0,0,14,,10,0,,354,0.0,突尼斯
142,2020-08-09,1678,0,1259,51,0,0,22,,8,0,,368,0.0,突尼斯
143,2020-08-10,1697,0,1263,51,0,0,19,,4,0,,383,0.0,突尼斯
144,2020-08-11,1717,0,1265,51,0,0,20,,2,0,,401,0.0,突尼斯
145,2020-08-12,1738,0,1272,52,0,0,21,,7,1,,414,0.0,突尼斯
146,2020-08-13,1780,0,1278,52,0,0,42,,6,0,,450,0.0,突尼斯
147,2020-08-14,1847,0,1302,53,0,0,67,,24,1,,492,0.0,突尼斯
148,2020-08-15,1903,0,1320,53,0,0,56,,18,0,,530,0.0,突尼斯
149,2020-08-16,2023,0,1327,54,0,0,120,,7,1,,642,0.0,突尼斯
150,2020-08-17,2107,0,1358,54,0,0,84,,31,0,,695,0.0,突尼斯
151,2020-08-18,2185,0,1362,56,0,0,78,,4,2,,767,0.0,突尼斯
152,2020-08-19,2314,0,1370,57,0,0,129,,8,1,,887,0.0,突尼斯
153,2020-08-20,2427,0,1395,60,0,0,113,,25,3,,972,0.0,突尼斯
154,2020-08-21,2543,0,1397,63,0,0,116,,2,3,,1083,0.0,突尼斯
155,2020-08-22,2607,0,1420,64,0,0,64,,23,1,,1123,0.0,突尼斯
156,2020-08-23,2738,0,1434,68,0,0,131,,14,4,,1236,0.0,突尼斯
157,2020-08-24,2818,0,1443,71,0,0,80,,9,3,,1304,0.0,突尼斯
158,2020-08-25,2893,0,1454,71,0,0,75,,11,0,,1368,0.0,突尼斯
159,2020-08-26,3069,0,1456,71,0,0,176,,2,0,,1542,0.0,突尼斯
160,2020-08-27,3206,0,1476,71,0,0,137,,20,0,,1659,0.0,突尼斯
161,2020-08-28,3323,0,1504,73,0,0,117,,28,2,,1746,0.0,突尼斯
162,2020-08-29,3461,0,1522,74,0,0,138,,18,1,,1865,0.0,突尼斯
163,2020-08-30,3572,0,1536,76,0,0,111,,14,2,,1960,0.0,突尼斯
164,2020-08-31,3685,0,1562,76,0,0,113,,26,0,,2047,0.0,突尼斯
165,2020-09-01,3803,0,1573,77,0,0,118,,11,1,,2153,0.0,突尼斯
166,2020-09-02,3963,0,1624,80,0,0,160,,51,3,,2259,0.0,突尼斯
167,2020-09-03,4196,0,1628,81,0,0,233,,4,1,,2487,0.0,突尼斯
168,2020-09-04,4394,0,1681,84,0,0,198,,53,3,,2629,0.0,突尼斯
169,2020-09-05,4542,0,1699,87,0,0,148,,18,3,,2756,0.0,突尼斯
170,2020-09-06,4776,0,1701,93,0,0,234,,2,6,,2982,0.0,突尼斯
171,2020-09-07,5041,0,1752,93,0,0,265,,51,0,,3196,0.0,突尼斯
172,2020-09-08,5124,0,1788,94,0,0,83,,36,1,,3242,0.0,突尼斯
173,2020-09-09,5417,0,1862,96,0,0,293,,74,2,,3459,0.0,突尼斯
174,2020-09-10,5417,0,1862,96,0,0,0,,0,0,,3459,0.0,突尼斯
175,2020-09-11,5882,0,1862,99,0,0,465,,0,3,,3921,0.0,突尼斯
176,2020-09-12,6259,0,1956,103,0,0,377,,94,4,,4200,0.0,突尼斯
177,2020-09-13,6635,0,1991,107,0,0,376,,35,4,,4537,0.0,突尼斯
178,2020-09-14,6635,0,1991,107,0,0,0,,0,0,,4537,0.0,突尼斯
179,2020-09-15,7382,0,2175,117,0,0,747,,184,10,,5090,0.0,突尼斯
180,2020-09-16,7623,0,2262,123,0,0,241,,87,6,,5238,0.0,突尼斯
181,2020-09-17,8100,0,2309,129,0,0,477,,47,6,,5662,0.0,突尼斯
182,2020-09-18,8570,0,2342,133,0,0,470,,33,4,,6095,0.0,突尼斯
183,2020-09-19,9110,0,2366,138,0,0,540,,24,5,,6606,0.0,突尼斯
184,2020-09-20,9736,0,2386,155,0,0,626,,20,17,,7195,0.0,突尼斯
185,2020-09-21,10732,0,2386,159,0,0,996,,0,4,,8187,0.0,突尼斯
186,2020-09-22,11260,0,2386,164,0,0,528,,0,5,,8710,0.0,突尼斯
187,2020-09-23,12479,0,2386,174,0,0,1219,,0,10,,9919,0.0,突尼斯
188,2020-09-24,13305,0,2386,180,0,0,826,,0,6,,10739,0.0,突尼斯
189,2020-09-25,13305,0,5032,180,0,0,0,,2646,0,,8093,0.0,突尼斯
190,2020-09-26,14392,0,5032,191,0,0,1087,,0,11,,9169,0.0,突尼斯
191,2020-09-27,15178,0,5032,207,0,0,786,,0,16,,9939,0.0,突尼斯
192,2020-09-28,16114,0,5032,214,0,0,936,,0,7,,10868,0.0,突尼斯
193,2020-09-29,17405,0,5032,246,0,0,1291,,0,32,,12127,0.0,突尼斯
194,2020-09-30,17405,0,5032,246,0,0,0,,0,0,,12127,0.0,突尼斯
195,2020-10-01,18413,0,5032,265,0,0,1008,,0,19,,13116,0.0,突尼斯
196,2020-10-02,19721,0,5032,271,0,0,1308,,0,6,,14418,0.0,突尼斯
197,2020-10-03,19721,0,5032,271,0,0,0,,0,0,,14418,0.0,突尼斯
198,2020-10-04,22230,0,5032,321,0,0,2509,,0,50,,16877,0.0,突尼斯
199,2020-10-05,22230,0,5032,321,0,0,0,,0,0,,16877,0.0,突尼斯
200,2020-10-06,22230,0,5032,321,0,0,0,,0,0,,16877,0.0,突尼斯
201,2020-10-07,24542,0,5032,364,0,0,2312,,0,43,,19146,0.0,突尼斯
202,2020-10-08,24542,0,5032,364,0,0,0,,0,0,,19146,0.0,突尼斯
203,2020-10-09,26899,0,5032,409,0,0,2357,,0,45,,21458,0.0,突尼斯
204,2020-10-10,26899,0,5032,409,0,0,0,,0,0,,21458,0.0,突尼斯
205,2020-10-11,31259,0,5032,456,0,0,4360,,0,47,,25771,0.0,突尼斯
206,2020-10-12,32556,0,5032,478,0,0,1297,,0,22,,27046,0.0,突尼斯
207,2020-10-13,32556,0,5032,478,0,0,0,,0,0,,27046,0.0,突尼斯
208,2020-10-14,34790,0,5032,512,0,0,2234,,0,34,,29246,0.0,突尼斯
209,2020-10-15,34790,0,5032,512,0,0,0,,0,0,,29246,0.0,突尼斯
210,2020-10-16,34790,0,5032,512,0,0,0,,0,0,,29246,0.0,突尼斯
211,2020-10-17,34790,0,5032,512,0,0,0,,0,0,,29246,0.0,突尼斯
212,2020-10-18,40542,0,5032,626,0,0,5752,,0,114,,34884,0.0,突尼斯
213,2020-10-19,40542,0,5032,626,0,0,0,,0,0,,34884,0.0,突尼斯
214,2020-10-20,42727,0,5032,687,0,0,2185,,0,61,,37008,0.0,突尼斯
215,2020-10-21,44450,0,5032,711,0,0,1723,,0,24,,38707,0.0,突尼斯
216,2020-10-22,45892,0,5032,740,0,0,1442,,0,29,,40120,0.0,突尼斯
217,2020-10-23,47214,0,5032,784,0,0,1322,,0,44,,41398,0.0,突尼斯
218,2020-10-24,48799,0,5032,819,0,0,1585,,0,35,,42948,0.0,突尼斯
219,2020-10-25,48799,0,5032,819,0,0,0,,0,0,,42948,0.0,突尼斯
220,2020-10-26,52399,0,5032,983,0,0,3600,,0,164,,46384,0.0,突尼斯
221,2020-10-27,52399,0,5032,983,0,0,0,,0,0,,46384,0.0,突尼斯
222,2020-10-28,52399,0,5032,983,0,0,0,,0,0,,46384,0.0,突尼斯
223,2020-10-29,54278,0,5032,1153,0,0,1879,,0,170,,48093,0.0,突尼斯
224,2020-10-30,58029,0,5032,1253,0,0,3751,,0,100,,51744,0.0,突尼斯
225,2020-10-31,59813,0,5032,1317,0,0,1784,,0,64,,53464,0.0,突尼斯
226,2020-11-01,61115,0,5032,1348,0,0,1302,,0,31,,54735,0.0,突尼斯
227,2020-11-02,61906,0,5032,1381,0,0,791,,0,33,,55493,0.0,突尼斯
228,2020-11-03,61906,0,5032,1381,0,0,0,,0,0,,55493,0.0,突尼斯
229,2020-11-04,64363,0,5032,1512,0,0,2457,,0,131,,57819,0.0,突尼斯
230,2020-11-05,66334,0,36727,1577,0,0,1971,,31695,65,,28030,0.0,突尼斯
231,2020-11-06,66334,0,36727,1577,0,0,0,,0,0,,28030,0.0,突尼斯
232,2020-11-07,67918,0,46192,1753,0,0,1584,,9465,176,,19973,0.0,突尼斯
233,2020-11-08,69543,0,47416,1794,0,0,1625,,1224,41,,20333,0.0,突尼斯
234,2020-11-09,71119,0,48103,1873,0,0,1576,,687,79,,21143,0.0,突尼斯
235,2020-11-10,71569,0,48103,1920,0,0,450,,0,47,,21546,0.0,突尼斯
236,2020-11-11,72993,0,48103,2006,0,0,1424,,0,86,,22884,0.0,突尼斯
237,2020-11-12,74522,0,51750,2100,0,0,1529,,3647,94,,20672,0.0,突尼斯
238,2020-11-13,76106,0,51807,2151,0,0,1584,,57,51,,22148,0.0,突尼斯
239,2020-11-14,77668,0,52912,2209,0,0,1562,,1105,58,,22547,0.0,突尼斯
240,2020-11-15,79339,0,53758,2279,0,0,1671,,846,70,,23302,0.0,突尼斯
241,2020-11-16,80404,0,54362,2345,0,0,1065,,604,66,,23697,0.0,突尼斯
242,2020-11-17,81003,0,55551,2396,0,0,599,,1189,51,,23056,0.0,突尼斯
243,2020-11-18,81723,0,56748,2445,0,0,720,,1197,49,,22530,0.0,突尼斯
244,2020-11-19,83772,0,58229,2541,0,0,2049,,1481,96,,23002,0.0,突尼斯
245,2020-11-20,84995,0,59334,2611,0,0,1223,,1105,70,,23050,0.0,突尼斯
246,2020-11-21,86265,0,60486,2684,0,0,1270,,1152,73,,23095,0.0,突尼斯
247,2020-11-22,87471,0,61402,2752,0,0,1206,,916,68,,23317,0.0,突尼斯
248,2020-11-23,88711,0,62249,2821,0,0,1240,,847,69,,23641,0.0,突尼斯
249,2020-11-24,89196,0,63846,2862,0,0,485,,1597,41,,22488,0.0,突尼斯
250,2020-11-25,90213,0,65303,2935,0,0,1017,,1457,73,,21975,0.0,突尼斯
251,2020-11-26,91307,0,66459,2983,0,0,1094,,1156,48,,21865,0.0,突尼斯
252,2020-11-27,92475,0,67453,3034,0,0,1168,,994,51,,21988,0.0,突尼斯
253,2020-11-28,93770,0,68464,3106,0,0,1295,,1011,72,,22200,0.0,突尼斯
254,2020-11-29,94980,0,69226,3153,0,0,1210,,762,47,,22601,0.0,突尼斯
255,2020-11-30,96251,0,69624,3219,0,0,1271,,398,66,,23408,0.0,突尼斯
256,2020-12-01,96769,0,70851,3260,0,0,518,,1227,41,,22658,0.0,突尼斯
257,2020-12-02,98072,0,72473,3311,0,0,1303,,1622,51,,22288,0.0,突尼斯
258,2020-12-03,99280,0,73607,3359,0,0,1208,,1134,48,,22314,0.0,突尼斯
259,2020-12-04,99280,0,73607,3359,0,0,0,,0,0,,22314,0.0,突尼斯
260,2020-12-05,101900,0,75464,3481,0,0,2620,,1857,122,,22955,0.0,突尼斯
261,2020-12-06,102991,0,76441,3526,0,0,1091,,977,45,,23024,0.0,突尼斯
262,2020-12-07,104002,0,76441,3561,0,0,1011,,0,35,,24000,0.0,突尼斯
263,2020-12-08,104329,0,77798,3596,0,0,327,,1357,35,,22935,0.0,突尼斯
264,2020-12-09,105445,0,80082,3668,0,0,1116,,2284,72,,21695,0.0,突尼斯
265,2020-12-10,106856,0,81204,3717,0,0,1411,,1122,49,,21935,0.0,突尼斯
266,2020-12-11,107814,0,82193,3758,0,0,958,,989,41,,21863,0.0,突尼斯
267,2020-12-12,109104,0,83162,3801,0,0,1290,,969,43,,22141,0.0,突尼斯
268,2020-12-13,110393,0,84218,3836,0,0,1289,,1056,35,,22339,0.0,突尼斯
269,2020-12-14,111361,0,84741,3894,0,0,968,,523,58,,22726,0.0,突尼斯
270,2020-12-15,111758,0,85882,3915,0,0,397,,1141,21,,21961,0.0,突尼斯
271,2020-12-16,113241,0,86801,3956,0,0,1483,,919,41,,22484,0.0,突尼斯
272,2020-12-17,114547,0,87884,3997,0,0,1306,,1083,41,,22666,0.0,突尼斯
273,2020-12-18,115966,0,87884,4032,0,0,1419,,0,35,,24050,0.0,突尼斯
274,2020-12-19,117582,0,87884,4090,0,0,1616,,0,58,,25608,0.0,突尼斯
275,2020-12-20,119151,0,87884,4126,0,0,1569,,0,36,,27141,0.0,突尼斯
276,2020-12-21,120687,0,87884,4158,0,0,1536,,0,32,,28645,0.0,突尼斯
277,2020-12-22,121718,0,95025,4199,0,0,1031,,7141,41,,22494,0.0,突尼斯
278,2020-12-23,123323,0,95763,4237,0,0,1605,,738,38,,23323,0.0,突尼斯
279,2020-12-24,125000,0,97026,4275,0,0,1677,,1263,38,,23699,0.0,突尼斯
280,2020-12-25,126752,0,97776,4324,0,0,1752,,750,49,,24652,0.0,突尼斯
281,2020-12-26,128578,0,98426,4385,0,0,1826,,650,61,,25767,0.0,突尼斯
282,2020-12-27,130230,0,99514,4426,0,0,1652,,1088,41,,26290,0.0,突尼斯
283,2020-12-28,131592,0,100207,4466,0,0,1362,,693,40,,26919,0.0,突尼斯
284,2020-12-29,133204,0,101245,4518,0,0,1612,,1038,52,,27441,0.0,突尼斯
285,2020-12-30,134802,0,104401,4570,0,0,1598,,3156,52,,25831,0.0,突尼斯
286,2020-12-31,137216,0,104980,4620,0,0,2414,,579,50,,27616,0.0,突尼斯
287,2021-01-01,139140,0,105364,4676,0,0,1924,,384,56,,29100,0.0,突尼斯
288,2021-01-02,140557,0,105499,4730,0,0,1417,,135,54,,30328,0.0,突尼斯
289,2021-01-03,141979,0,106050,4765,0,0,1422,,551,35,,31164,0.0,突尼斯
290,2021-01-04,143544,0,107049,4800,0,0,1565,,999,35,,31695,0.0,突尼斯
291,2021-01-05,144796,0,108491,4862,0,0,1252,,1442,62,,31443,0.0,突尼斯
292,2021-01-06,147061,0,110324,4934,0,0,2265,,1833,72,,31803,0.0,突尼斯
293,2021-01-07,149881,0,111599,5004,0,0,2820,,1275,70,,33278,0.0,突尼斯
294,2021-01-08,152254,0,113415,5052,0,0,2373,,1816,48,,33787,0.0,突尼斯
295,2021-01-09,154903,0,115173,5108,0,0,2649,,1758,56,,34622,0.0,突尼斯
296,2021-01-10,157514,0,116526,5153,0,0,2611,,1353,45,,35835,0.0,突尼斯
297,2021-01-11,159276,0,117701,5215,0,0,1762,,1175,62,,36360,0.0,突尼斯
298,2021-01-12,162350,0,119446,5284,0,0,3074,,1745,69,,37620,0.0,突尼斯
299,2021-01-13,164936,0,120999,5343,0,0,2586,,1553,59,,38594,0.0,突尼斯
300,2021-01-14,168568,0,122775,5415,0,0,3632,,1776,72,,40378,0.0,突尼斯
301,2021-01-15,170895,0,124610,5478,0,0,2327,,1835,63,,40807,0.0,突尼斯
302,2021-01-16,175065,0,125635,5528,0,0,4170,,1025,50,,43902,0.0,突尼斯
303,2021-01-17,177231,0,127854,5616,0,0,2166,,2219,88,,43761,0.0,突尼斯
304,2021-01-18,180090,0,128992,5692,0,0,2859,,1138,76,,45406,0.0,突尼斯
305,2021-01-19,181885,0,131019,5750,0,0,1795,,2027,58,,45116,0.0,突尼斯
