,date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
44527,2020-11-05,138599,0,136118,508,0,0,1289,,1135,3,,1973,0.0,阿联酋
44528,2020-11-06,139891,0,136936,510,0,0,1292,,818,2,,2445,0.0,阿联酋
44529,2020-11-07,141032,0,137608,514,0,0,1141,,672,4,,2910,0.0,阿联酋
44530,2020-11-08,142143,0,138291,514,0,0,1111,,683,0,,3338,0.0,阿联酋
44531,2020-11-09,143289,0,138959,515,0,0,1146,,668,1,,3815,0.0,阿联酋
44532,2020-11-10,143289,0,138959,515,0,0,0,,0,0,,3815,0.0,阿联酋
44533,2020-11-11,144385,0,139701,518,0,0,1096,,742,3,,4166,0.0,阿联酋
44534,2020-11-12,146735,0,141215,523,0,0,2350,,1514,5,,4997,0.0,阿联酋
44535,2020-11-13,147961,0,141883,528,0,0,1226,,668,5,,5550,0.0,阿联酋
44536,2020-11-14,149135,0,142561,528,0,0,1174,,678,0,,6046,0.0,阿联酋
44537,2020-11-15,150345,0,143252,530,0,0,1210,,691,2,,6563,0.0,阿联酋
44538,2020-11-16,151554,0,143932,534,0,0,1209,,680,4,,7088,0.0,阿联酋
44539,2020-11-17,152809,0,144647,538,0,0,1255,,715,4,,7624,0.0,阿联酋
44540,2020-11-18,154101,0,145537,542,0,0,1292,,890,4,,8022,0.0,阿联酋
44541,2020-11-19,155254,0,146469,544,0,0,1153,,932,2,,8241,0.0,阿联酋
44542,2020-11-20,156523,0,147309,547,0,0,1269,,840,3,,8667,0.0,阿联酋
44543,2020-11-21,157785,0,148080,548,0,0,1262,,771,1,,9157,0.0,阿联酋
44544,2020-11-22,158990,0,148871,552,0,0,1205,,791,4,,9567,0.0,阿联酋
44545,2020-11-23,160055,0,149578,554,0,0,1065,,707,2,,9923,0.0,阿联酋
44546,2020-11-24,161365,0,150261,559,0,0,1310,,683,5,,10545,0.0,阿联酋
44547,2020-11-25,162662,0,151044,563,0,0,1297,,783,4,,11055,0.0,阿联酋
44548,2020-11-26,162662,0,151044,563,0,0,0,,0,0,,11055,0.0,阿联酋
44549,2020-11-27,165250,0,152708,567,0,0,2588,,1664,4,,11975,0.0,阿联酋
44550,2020-11-28,166502,0,153449,569,0,0,1252,,741,2,,12484,0.0,阿联酋
44551,2020-11-29,167753,0,154185,570,0,0,1251,,736,1,,12998,0.0,阿联酋
44552,2020-11-30,168860,0,154899,572,0,0,1107,,714,2,,13389,0.0,阿联酋
44553,2020-12-01,170149,0,155667,576,0,0,1289,,768,4,,13906,0.0,阿联酋
44554,2020-12-02,171434,0,156380,580,0,0,1285,,713,4,,14474,0.0,阿联酋
44555,2020-12-03,172751,0,157035,585,0,0,1317,,655,5,,15131,0.0,阿联酋
44556,2020-12-04,174062,0,157828,586,0,0,1311,,793,1,,15648,0.0,阿联酋
44557,2020-12-05,175276,0,158498,589,0,0,1214,,670,3,,16189,0.0,阿联酋
44558,2020-12-06,176429,0,159132,592,0,0,1153,,634,3,,16705,0.0,阿联酋
44559,2020-12-07,177577,0,159711,594,0,0,1148,,579,2,,17272,0.0,阿联酋
44560,2020-12-08,178837,0,160295,596,0,0,1260,,584,2,,17946,0.0,阿联酋
44561,2020-12-09,180150,0,161084,598,0,0,1313,,789,2,,18468,0.0,阿联酋
44562,2020-12-10,181405,0,161741,602,0,0,1255,,657,4,,19062,0.0,阿联酋
44563,2020-12-11,182601,0,162435,607,0,0,1196,,694,5,,19559,0.0,阿联酋
44564,2020-12-12,183755,0,163048,609,0,0,1154,,613,2,,20098,0.0,阿联酋
44565,2020-12-13,183755,0,163048,609,0,0,0,,0,0,,20098,0.0,阿联酋
44566,2020-12-14,186041,0,164349,618,0,0,2286,,1301,9,,21074,0.0,阿联酋
44567,2020-12-15,187267,0,165023,622,0,0,1226,,674,4,,21622,0.0,阿联酋
44568,2020-12-16,188545,0,165749,626,0,0,1278,,726,4,,22170,0.0,阿联酋
44569,2020-12-17,188545,0,165749,626,0,0,0,,0,0,,22170,0.0,阿联酋
44570,2020-12-18,191150,0,167306,630,0,0,2605,,1557,4,,23214,0.0,阿联酋
44571,2020-12-19,192404,0,168129,634,0,0,1254,,823,4,,23641,0.0,阿联酋
44572,2020-12-20,193575,0,168995,637,0,0,1171,,866,3,,23943,0.0,阿联酋
44573,2020-12-21,194652,0,169840,639,0,0,1077,,845,2,,24173,0.0,阿联酋
44574,2020-12-22,195878,0,171451,642,0,0,1226,,1611,3,,23785,0.0,阿联酋
44575,2020-12-23,197124,0,172984,645,0,0,1246,,1533,3,,23495,0.0,阿联酋
44576,2020-12-24,198435,0,174479,647,0,0,1311,,1495,2,,23309,0.0,阿联酋
44577,2020-12-25,199665,0,175865,653,0,0,1230,,1386,6,,23147,0.0,阿联酋
44578,2020-12-26,200892,0,177407,655,0,0,1227,,1542,2,,22830,0.0,阿联酋
44579,2020-12-27,200892,0,177407,655,0,0,0,,0,0,,22830,0.0,阿联酋
44580,2020-12-28,202863,0,179925,660,0,0,1971,,2518,5,,22278,0.0,阿联酋
44581,2020-12-29,204369,0,181400,662,0,0,1506,,1475,2,,22307,0.0,阿联酋
44582,2020-12-30,206092,0,183007,665,0,0,1723,,1607,3,,22420,0.0,阿联酋
44583,2020-12-31,207822,0,184442,669,0,0,1730,,1435,4,,22711,0.0,阿联酋
44584,2021-01-01,209678,0,186019,671,0,0,1856,,1577,2,,22988,0.0,阿联酋
44585,2021-01-02,211641,0,188100,674,0,0,1963,,2081,3,,22867,0.0,阿联酋
44586,2021-01-03,213231,0,189709,679,0,0,1590,,1609,5,,22843,0.0,阿联酋
44587,2021-01-04,214732,0,191455,682,0,0,1501,,1746,3,,22595,0.0,阿联酋
44588,2021-01-05,214732,0,191455,682,0,0,0,,0,0,,22595,0.0,阿联酋
44589,2021-01-06,216699,0,193321,685,0,0,1967,,1866,3,,22693,0.0,阿联酋
44590,2021-01-07,218766,0,195520,689,0,0,2067,,2199,4,,22557,0.0,阿联酋
44591,2021-01-08,221754,0,199178,694,0,0,2988,,3658,5,,21882,0.0,阿联酋
44592,2021-01-09,227702,0,203660,702,0,0,5948,,4482,8,,23340,0.0,阿联酋
44593,2021-01-10,230578,0,206114,708,0,0,2876,,2454,6,,23756,0.0,阿联酋
44594,2021-01-11,232982,0,208366,711,0,0,2404,,2252,3,,23905,0.0,阿联酋
44595,2021-01-12,232982,0,208366,711,0,0,0,,0,0,,23905,0.0,阿联酋
44596,2021-01-13,239587,0,213149,723,0,0,6605,,4783,12,,25715,0.0,阿联酋
44597,2021-01-14,242969,0,215820,726,0,0,3382,,2671,3,,26423,0.0,阿联酋
44598,2021-01-15,246376,0,218988,733,0,0,3407,,3168,7,,26655,0.0,阿联酋
44599,2021-01-16,249808,0,222106,740,0,0,3432,,3118,7,,26962,0.0,阿联酋
44600,2021-01-17,253261,0,225374,745,0,0,3453,,3268,5,,27142,0.0,阿联酋
44601,2021-01-18,256732,0,228364,751,0,0,3471,,2990,6,,27617,0.0,阿联酋
44602,2021-01-19,260223,0,231675,756,0,0,3491,,3311,5,,27792,0.0,阿联酋
44603,2021-01-20,263729,0,235421,762,0,0,3506,,3746,6,,27546,0.0,阿联酋
44604,2021-01-21,267258,0,239322,766,0,0,3529,,3901,4,,27170,0.0,阿联酋
44605,2021-01-22,270810,0,243267,776,0,0,3552,,3945,10,,26767,0.0,阿联酋
44606,2021-01-23,274376,0,247318,783,0,0,3566,,4051,7,,26275,0.0,阿联酋
44607,2021-01-24,277955,0,251484,792,0,0,3579,,4166,9,,25679,0.0,阿联酋
44608,2021-01-25,281546,0,255304,798,0,0,3591,,3820,6,,25444,0.0,阿联酋
44609,2021-01-26,285147,0,259194,805,0,0,3601,,3890,7,,25148,0.0,阿联酋
44610,2021-01-27,285147,0,259194,805,0,0,0,,0,0,,25148,0.0,阿联酋
44611,2021-01-28,293052,0,267024,819,0,0,7905,,7830,14,,25209,0.0,阿联酋
44612,2021-01-29,297014,0,269999,826,0,0,3962,,2975,7,,26189,0.0,阿联酋
44613,2021-01-30,300661,0,272769,838,0,0,3647,,2770,12,,27054,0.0,阿联酋
44614,2021-01-31,303609,0,276958,850,0,0,2948,,4189,12,,25801,0.0,阿联酋
44615,2021-02-01,306339,0,281410,859,0,0,2730,,4452,9,,24070,0.0,阿联酋
44616,2021-02-02,309649,0,285201,866,0,0,3310,,3791,7,,23582,0.0,阿联酋
44617,2021-02-03,313626,0,289276,878,0,0,3977,,4075,12,,23472,0.0,阿联酋
44618,2021-02-04,316875,0,293180,888,0,0,3249,,3904,10,,22807,0.0,阿联酋
44619,2021-02-05,320126,0,297040,902,0,0,3251,,3860,14,,22184,0.0,阿联酋
44620,2021-02-06,323402,0,301081,914,0,0,3276,,4041,12,,21407,0.0,阿联酋
44621,2021-02-07,326495,0,305759,921,0,0,3093,,4678,7,,19815,0.0,阿联酋
44622,2021-02-08,329293,0,309692,930,0,0,2798,,3933,9,,18671,0.0,阿联酋
44623,2021-02-09,332603,0,313060,947,0,0,3310,,3368,17,,18596,0.0,阿联酋
44624,2021-02-10,336142,0,316053,956,0,0,3539,,2993,9,,19133,0.0,阿联酋
44625,2021-02-11,339667,0,319787,974,0,0,3525,,3734,18,,18906,0.0,阿联酋
44626,2021-02-12,342974,0,323191,986,0,0,3307,,3404,12,,18797,0.0,阿联酋
44627,2021-02-13,345605,0,326780,1001,0,0,2631,,3589,15,,17824,0.0,阿联酋
44628,2021-02-14,348772,0,331839,1014,0,0,3167,,5059,13,,15919,0.0,阿联酋
44629,2021-02-15,351895,0,336731,1027,0,0,3123,,4892,13,,14137,0.0,阿联酋
44630,2021-02-16,355131,0,340365,1041,0,0,3236,,3634,14,,13725,0.0,阿联酋
44631,2021-02-17,358583,0,343935,1055,0,0,3452,,3570,14,,13593,0.0,阿联酋
44632,2021-02-18,361877,0,347366,1073,0,0,3294,,3431,18,,13438,0.0,阿联酋
44633,2021-02-19,365017,0,351715,1093,0,0,3140,,4349,20,,12209,0.0,阿联酋
44634,2021-02-20,368175,0,356013,1108,0,0,3158,,4298,15,,11054,0.0,阿联酋
44635,2021-02-21,370425,0,359697,1125,0,0,2250,,3684,17,,9603,0.0,阿联酋
44636,2021-02-22,372530,0,363052,1140,0,0,2105,,3355,15,,8338,0.0,阿联酋
44637,2021-02-23,375535,0,366567,1145,0,0,3005,,3515,5,,7823,0.0,阿联酋
44638,2021-02-24,378637,0,370381,1164,0,0,3102,,3814,19,,7092,0.0,阿联酋
44639,2021-02-25,381662,0,375059,1182,0,0,3025,,4678,18,,5421,0.0,阿联酋
44640,2021-02-26,385160,0,377537,1198,0,0,3498,,2478,16,,6425,0.0,阿联酋
44641,2021-02-27,388594,0,379708,1213,0,0,3434,,2171,15,,7673,0.0,阿联酋
44642,2021-02-28,391524,0,381225,1221,0,0,2930,,1517,8,,9078,0.0,阿联酋
44643,2021-03-01,394050,0,382332,1238,0,0,2526,,1107,17,,10480,0.0,阿联酋
44644,2021-03-02,396771,0,383998,1253,0,0,2721,,1666,15,,11520,0.0,阿联酋
44645,2021-03-03,399463,0,385587,1269,0,0,2692,,1589,16,,12607,0.0,阿联酋
44646,2021-03-04,402205,0,387278,1286,0,0,2742,,1691,17,,13641,0.0,阿联酋
44647,2021-03-05,405277,0,389304,1296,0,0,3072,,2026,10,,14677,0.0,阿联酋
44648,2021-03-06,408236,0,391205,1310,0,0,2959,,1901,14,,15721,0.0,阿联酋
44649,2021-03-07,410849,0,392792,1322,0,0,2613,,1587,12,,16735,0.0,阿联酋
44650,2021-03-08,410849,0,392792,1322,0,0,0,,0,0,,16735,0.0,阿联酋
44651,2021-03-09,415705,0,396433,1345,0,0,4856,,3641,23,,17927,0.0,阿联酋
44652,2021-03-10,417909,0,398126,1353,0,0,2204,,1693,8,,18430,0.0,阿联酋
44653,2021-03-11,419996,0,399803,1369,0,0,2087,,1677,16,,18824,0.0,阿联酋
44654,2021-03-12,422246,0,401539,1378,0,0,2250,,1736,9,,19329,0.0,阿联酋
44655,2021-03-13,424405,0,403478,1388,0,0,2159,,1939,10,,19539,0.0,阿联酋
44656,2021-03-14,426397,0,405647,1395,0,0,1992,,2169,7,,19355,0.0,阿联酋
44657,2021-03-15,428295,0,408085,1402,0,0,1898,,2438,7,,18808,0.0,阿联酋
44658,2021-03-16,430313,0,410736,1406,0,0,2018,,2651,4,,18171,0.0,阿联酋
44659,2021-03-17,432364,0,413477,1414,0,0,2051,,2741,8,,17473,0.0,阿联酋
44660,2021-03-18,434465,0,416105,1424,0,0,2101,,2628,10,,16936,0.0,阿联酋
44661,2021-03-19,436625,0,418496,1428,0,0,2160,,2391,4,,16701,0.0,阿联酋
44662,2021-03-20,438638,0,420736,1433,0,0,2013,,2240,5,,16469,0.0,阿联酋
44663,2021-03-21,440355,0,422696,1438,0,0,1717,,1960,5,,16221,0.0,阿联酋
44664,2021-03-22,442226,0,424840,1445,0,0,1871,,2144,7,,15941,0.0,阿联酋
44665,2021-03-23,444398,0,427188,1451,0,0,2172,,2348,6,,15759,0.0,阿联酋
44666,2021-03-24,446594,0,429573,1456,0,0,2196,,2385,5,,15565,0.0,阿联酋
44667,2021-03-25,448637,0,431773,1466,0,0,2043,,2200,10,,15398,0.0,阿联酋
44668,2021-03-26,450765,0,434035,1472,0,0,2128,,2262,6,,15258,0.0,阿联酋
44669,2021-03-27,453069,0,436463,1477,0,0,2304,,2428,5,,15129,0.0,阿联酋
44670,2021-03-28,455197,0,438706,1481,0,0,2128,,2243,4,,15010,0.0,阿联酋
44671,2021-03-29,455197,0,438706,1481,0,0,0,,0,0,,15010,0.0,阿联酋
44672,2021-03-30,455197,0,438706,1481,0,0,0,,0,0,,15010,0.0,阿联酋
44673,2021-03-31,461444,0,445355,1497,0,0,6247,,6649,16,,14592,0.0,阿联酋
44674,2021-04-02,465939,0,450111,1502,0,0,4495,,4756,5,,14326,0.0,阿联酋
44675,2020-02-08,7,0,0,0,0,0,7,0.0,0,0,,7,,加拿大
44676,2020-02-14,8,0,0,0,0,0,1,0.0,0,0,,8,0.0,加拿大
44677,2020-02-24,11,0,4,0,0,0,3,0.0,4,0,,7,0.0,加拿大
44678,2020-02-26,12,0,4,0,0,0,1,0.0,0,0,,8,0.0,加拿大
44679,2020-02-27,14,0,4,0,0,0,2,0.0,0,0,,10,0.0,加拿大
44680,2020-02-28,16,0,4,0,0,0,2,0.0,0,0,,12,0.0,加拿大
44681,2020-02-29,20,0,4,0,0,0,4,0.0,0,0,,16,0.0,加拿大
44682,2020-03-02,27,0,4,0,0,0,7,0.0,0,0,,23,0.0,加拿大
44683,2020-03-03,33,0,4,0,0,0,6,0.0,0,0,0.0,29,0.0,加拿大
44684,2020-03-05,37,0,4,0,0,0,4,0.0,0,0,0.0,33,0.0,加拿大
44685,2020-03-06,54,0,4,0,0,0,17,0.0,0,0,0.0,50,0.0,加拿大
44686,2020-03-07,60,0,4,0,0,0,6,0.0,0,0,0.0,56,0.0,加拿大
44687,2020-03-08,66,0,4,0,0,0,6,0.0,0,0,0.0,62,0.0,加拿大
44688,2020-03-09,77,0,4,1,0,0,11,0.0,0,1,0.0,72,0.0,加拿大
44689,2020-03-11,115,0,4,1,0,0,38,0.0,0,0,0.0,110,0.0,加拿大
44690,2020-03-12,138,0,4,1,0,0,23,0.0,0,0,0.0,133,0.0,加拿大
44691,2020-03-13,198,0,4,1,0,0,60,0.0,0,0,0.0,193,0.0,加拿大
44692,2020-03-14,253,0,4,1,0,0,55,0.0,0,0,0.0,248,0.0,加拿大
44693,2020-03-15,313,0,4,1,0,0,60,0.0,0,0,0.0,308,0.0,加拿大
44694,2020-03-16,436,0,4,4,0,0,123,0.0,0,3,0.0,428,0.0,加拿大
44695,2020-03-17,465,0,4,5,0,0,29,0.0,0,1,0.0,456,0.0,加拿大
44696,2020-03-18,727,0,4,9,0,0,262,0.0,0,4,0.0,714,0.0,加拿大
44697,2020-03-19,873,0,4,12,0,0,146,0.0,0,3,0.0,857,0.0,加拿大
44698,2020-03-20,1087,0,4,13,0,0,214,0.0,0,1,0.0,1070,0.0,加拿大
44699,2020-03-21,1330,0,4,18,0,0,243,0.0,0,5,0.0,1308,0.0,加拿大
44700,2020-03-22,1470,0,4,20,0,0,140,0.0,0,2,0.0,1446,0.0,加拿大
44701,2020-03-23,2091,0,4,24,0,0,621,0.0,0,4,0.0,2063,0.0,加拿大
44702,2020-03-24,2792,0,4,27,0,0,701,0.0,0,3,0.0,2761,0.0,加拿大
44703,2020-03-25,3409,0,4,36,0,0,617,0.0,0,9,0.0,3369,0.0,加拿大
44704,2020-03-26,4046,0,202,40,0,0,637,0.0,198,4,0.0,3804,0.0,加拿大
44705,2020-03-27,4633,0,202,53,0,0,587,0.0,0,13,0.0,4378,0.0,加拿大
44706,2020-03-28,5576,0,466,61,0,0,943,0.0,264,8,0.0,5049,0.0,加拿大
44707,2020-03-29,6280,0,466,65,0,0,704,0.0,0,4,0.0,5749,0.0,加拿大
44708,2020-03-30,7448,0,466,87,0,0,1168,0.0,0,22,0.0,6895,0.0,加拿大
44709,2020-03-31,8591,0,1020,101,0,0,1143,0.0,554,14,0.0,7470,0.0,加拿大
44710,2020-04-01,9720,0,1592,111,0,0,1129,0.0,572,10,0.0,8017,0.0,加拿大
44711,2020-04-02,11283,0,1971,139,0,0,1563,0.0,379,28,0.0,9173,0.0,加拿大
44712,2020-04-03,12466,0,2321,188,0,0,1183,0.0,350,49,0.0,9957,0.0,加拿大
44713,2020-04-04,14018,0,2577,233,0,0,1552,0.0,256,45,0.0,11208,0.0,加拿大
44714,2020-04-05,15512,0,3012,280,0,0,1494,0.0,435,47,0.0,12220,0.0,加拿大
44715,2020-04-06,16666,0,3080,323,0,0,1154,0.0,68,43,0.0,13263,0.0,加拿大
44716,2020-04-07,17897,0,3791,381,0,0,1231,0.0,711,58,0.0,13725,0.0,加拿大
44717,2020-04-08,19279,0,4024,435,0,0,1382,0.0,233,54,0.0,14820,0.0,加拿大
44718,2020-04-09,20744,0,4646,524,0,0,1465,0.0,622,89,0.0,15574,0.0,加拿大
44719,2020-04-10,22042,0,5855,549,0,0,1298,0.0,1209,25,0.0,15638,0.0,加拿大
44720,2020-04-11,23318,0,6013,653,0,0,1276,0.0,158,104,0.0,16652,0.0,加拿大
44721,2020-04-12,24384,0,7123,717,0,0,1066,0.0,1110,64,0.0,16544,0.0,加拿大
44722,2020-04-13,25681,0,7756,780,0,0,1297,0.0,633,63,0.0,17145,0.0,加拿大
44723,2020-04-14,27063,0,8235,903,0,0,1382,0.0,479,123,0.0,17925,0.0,加拿大
44724,2020-04-15,28379,0,8966,1010,0,0,1316,0.0,731,107,0.0,18403,0.0,加拿大
44725,2020-04-16,30106,0,9729,1195,0,0,1727,0.0,763,185,0.0,19182,0.0,加拿大
44726,2020-04-17,31927,0,9729,1309,0,0,1821,0.0,0,114,0.0,20889,0.0,加拿大
44727,2020-04-18,33383,0,9729,1470,0,0,1456,0.0,0,161,0.0,22184,0.0,加拿大
44728,2020-04-19,35056,0,9729,1587,0,0,1673,0.0,0,117,0.0,23740,0.0,加拿大
44729,2020-04-20,36670,0,12197,1680,0,0,1614,0.0,2468,93,0.0,22793,0.0,加拿大
44730,2020-04-21,38420,0,12747,1834,0,0,1750,0.0,550,154,0.0,23839,0.0,加拿大
44731,2020-04-22,40191,0,12747,1976,0,0,1771,0.0,0,142,0.0,25468,0.0,加拿大
44732,2020-04-23,42107,0,14961,2147,0,0,1916,0.0,2214,171,0.0,24999,0.0,加拿大
44733,2020-04-24,43889,0,15479,2337,0,0,1782,0.0,518,190,0.0,26073,0.0,加拿大
44734,2020-04-25,45354,0,15479,2465,0,0,1465,0.0,0,128,0.0,27410,0.0,加拿大
44735,2020-04-26,46895,0,15479,2560,0,0,1541,0.0,0,95,0.0,28856,0.0,加拿大
44736,2020-04-27,48500,0,15479,2707,0,0,1605,0.0,0,147,0.0,30314,0.0,加拿大
44737,2020-04-28,50025,0,15479,2859,0,0,1525,0.0,0,152,0.0,31687,0.0,加拿大
44738,2020-04-29,51597,0,20100,2996,0,0,1572,0.0,4621,137,0.0,28501,0.0,加拿大
44739,2020-04-30,53236,0,21423,3184,0,0,1639,0.0,1323,188,0.0,28629,0.0,加拿大
44740,2020-05-01,55061,0,22716,3391,0,0,1825,0.0,1293,207,0.0,28954,0.0,加拿大
44741,2020-05-02,56714,0,23801,3566,0,0,1653,0.0,1085,175,0.0,29347,0.0,加拿大
44742,2020-05-03,59474,0,24908,3682,0,0,2760,0.0,1107,116,0.0,30884,0.0,加拿大
44743,2020-05-04,60772,0,25422,3854,0,0,1298,0.0,514,172,0.0,31496,0.0,加拿大
44744,2020-05-05,62046,0,26938,4043,0,0,1274,0.0,1516,189,0.0,31065,0.0,加拿大
44745,2020-05-06,63496,0,27816,4232,0,0,1450,0.0,878,189,0.0,31448,0.0,加拿大
44746,2020-05-07,65012,0,28972,4408,0,0,1516,0.0,1156,176,0.0,31632,0.0,加拿大
44747,2020-05-08,66434,0,29260,4569,0,0,1422,0.0,288,161,0.0,32605,0.0,加拿大
44748,2020-05-09,67702,0,29260,4693,0,0,1268,0.0,0,124,0.0,33749,0.0,加拿大
44749,2020-05-10,67702,0,29260,4693,0,0,0,,0,0,,33749,0.0,加拿大
44750,2020-05-11,69981,0,32096,4993,0,0,2279,0.0,2836,300,0.0,32892,0.0,加拿大
44751,2020-05-12,71157,0,32994,5171,0,0,1176,0.0,898,178,0.0,32992,0.0,加拿大
44752,2020-05-13,72278,0,32994,5304,0,0,1121,0.0,0,133,0.0,33980,0.0,加拿大
44753,2020-05-14,73400,0,36091,5472,0,0,1122,0.0,3097,168,0.0,31837,0.0,加拿大
44754,2020-05-15,74614,0,36895,5562,0,0,1214,0.0,804,90,0.0,32157,0.0,加拿大
44755,2020-05-16,75864,0,36895,5679,0,0,1250,0.0,0,117,0.0,33290,0.0,加拿大
44756,2020-05-17,77002,0,38159,5782,0,0,1138,0.0,1264,103,0.0,33061,0.0,加拿大
44757,2020-05-18,78072,0,40050,5842,0,0,1070,0.0,1891,60,0.0,32180,0.0,加拿大
44758,2020-05-19,79112,0,40050,5912,0,0,1040,0.0,0,70,0.0,33150,0.0,加拿大
44759,2020-05-20,80121,0,40750,6028,0,0,1009,0.0,700,116,0.0,33343,0.0,加拿大
44760,2020-05-21,81312,0,41696,6149,0,0,1191,0.0,946,121,0.0,33467,0.0,加拿大
44761,2020-05-22,82480,0,41696,6250,0,0,1168,0.0,0,101,0.0,34534,0.0,加拿大
44762,2020-05-23,83621,0,43305,6355,0,0,1141,0.0,1609,105,0.0,33961,0.0,加拿大
44763,2020-05-24,84699,0,43985,6424,0,0,1078,0.0,680,69,0.0,34290,0.0,加拿大
44764,2020-05-25,85711,0,44638,6545,0,0,1012,0.0,653,121,0.0,34528,0.0,加拿大
44765,2020-05-26,86647,0,45339,6639,0,0,936,0.0,701,94,0.0,34669,0.0,加拿大
44766,2020-05-27,87519,0,46164,6765,0,0,872,0.0,825,126,0.0,34590,0.0,加拿大
44767,2020-05-28,88512,0,46840,6877,0,0,993,0.0,676,112,0.0,34795,0.0,加拿大
44768,2020-05-29,89418,0,47443,6979,0,0,906,0.0,603,102,0.0,34996,0.0,加拿大
44769,2020-05-30,90190,0,48103,7073,0,0,772,0.0,660,94,0.0,35014,0.0,加拿大
44770,2020-05-31,90947,0,48879,7295,0,0,757,0.0,776,222,0.0,34773,0.0,加拿大
44771,2020-06-01,91705,0,49726,7326,0,0,758,0.0,847,31,0.0,34653,0.0,加拿大
44772,2020-06-02,92410,0,49726,7395,0,0,705,0.0,0,69,0.0,35289,0.0,加拿大
44773,2020-06-03,93085,0,49726,7498,0,0,675,0.0,0,103,0.0,35861,0.0,加拿大
44774,2020-06-04,93726,0,51739,7637,0,0,641,0.0,2013,139,0.0,34350,0.0,加拿大
44775,2020-06-05,94335,0,52568,7703,0,0,609,0.0,829,66,0.0,34064,0.0,加拿大
44776,2020-06-06,95057,0,53614,7773,0,0,722,0.0,1046,70,0.0,33670,0.0,加拿大
44777,2020-06-07,96476,0,54087,7851,0,0,1419,,473,78,,34538,0.0,加拿大
44778,2020-06-08,97178,0,54675,7877,0,0,702,,588,26,,34626,0.0,加拿大
44779,2020-06-09,97178,0,55343,7896,0,0,0,0.0,668,19,0.0,33939,0.0,加拿大
44780,2020-06-10,98241,0,56121,7970,0,0,1063,,778,74,,34150,0.0,加拿大
44781,2020-06-11,98720,0,57215,8038,0,0,479,,1094,68,,33467,0.0,加拿大
44782,2020-06-12,99365,0,58665,8114,0,0,645,,1450,76,,32586,0.0,加拿大
44783,2020-06-13,99365,0,59034,8114,0,0,0,0.0,369,0,0.0,32217,0.0,加拿大
44784,2020-06-14,99365,0,59851,8146,0,0,0,0.0,817,32,0.0,31368,0.0,加拿大
44785,2020-06-15,100404,0,60668,8218,0,0,1039,,817,72,,31518,0.0,加拿大
44786,2020-06-16,100763,0,61466,8228,0,0,359,,798,10,,31069,0.0,加拿大
44787,2020-06-17,101087,0,62648,8275,0,0,324,,1182,47,,30164,0.0,加拿大
44788,2020-06-18,101492,0,63280,8312,0,0,405,,632,37,,29900,0.0,加拿大
44789,2020-06-19,101915,0,63784,8372,0,0,423,,504,60,,29759,0.0,加拿大
44790,2020-06-20,102326,0,64318,8408,0,0,411,,534,36,,29600,0.0,加拿大
44791,2020-06-21,102762,0,64826,8466,0,0,436,,508,58,,29470,0.0,加拿大
44792,2020-06-22,103078,0,65249,8482,0,0,316,,423,16,,29347,0.0,加拿大
44793,2020-06-23,103418,0,65721,8494,0,0,340,,472,12,,29203,0.0,加拿大
44794,2020-06-24,103767,0,66136,8512,0,0,349,,415,18,,29119,0.0,加拿大
44795,2020-06-25,104087,0,66533,8544,0,0,320,,397,32,,29010,0.0,加拿大
44796,2020-06-26,104470,0,66869,8567,0,0,383,,336,23,,29034,0.0,加拿大
44797,2020-06-27,104629,0,67182,8571,0,0,159,,313,4,,28876,0.0,加拿大
44798,2020-06-28,104902,0,67449,8576,0,0,273,,267,5,,28877,0.0,加拿大
44799,2020-06-29,105293,0,67689,8582,0,0,391,,240,6,,29022,0.0,加拿大
44800,2020-06-30,105830,0,68698,8628,0,0,537,,1009,46,,28504,0.0,加拿大
44801,2020-07-01,106097,0,69120,8650,0,0,267,,422,22,,28327,0.0,加拿大
44802,2020-07-02,106288,0,69397,8678,0,0,191,,277,28,,28213,0.0,加拿大
44803,2020-07-03,106643,0,69872,8700,0,0,355,,475,22,,28071,0.0,加拿大
44804,2020-07-06,107408,0,70784,8739,0,0,765,,912,39,,27885,0.0,加拿大
44805,2020-07-07,107815,0,71141,8748,0,0,407,,357,9,,27926,0.0,加拿大
44806,2020-07-08,108032,0,71418,8765,0,0,217,,277,17,,27849,0.0,加拿大
44807,2020-07-09,108334,0,71805,8786,0,0,302,,387,21,,27743,0.0,加拿大
44808,2020-07-10,108668,0,72165,8798,0,0,334,,360,12,,27705,0.0,加拿大
44809,2020-07-11,108984,0,72466,8811,0,0,316,,301,13,,27707,0.0,加拿大
44810,2020-07-12,109150,0,72784,8818,0,0,166,,318,7,,27548,0.0,加拿大
44811,2020-07-13,109370,0,72954,8829,0,0,220,,170,11,,27587,0.0,加拿大
44812,2020-07-14,110058,0,73420,8836,0,0,688,,466,7,,27802,0.0,加拿大
44813,2020-07-15,110350,0,73713,8845,0,0,292,,293,9,,27792,0.0,加拿大
44814,2020-07-16,110693,0,74067,8857,0,0,343,,354,12,,27769,0.0,加拿大
44815,2020-07-17,111170,0,74433,8875,0,0,477,,366,18,,27862,0.0,加拿大
44816,2020-07-18,111559,0,98281,8884,0,0,389,,23848,9,,4394,0.0,加拿大
